contig	qseqid	qstart	qend	sseqid	slen	Protein_Class	Protein_Cluster	Protein_Family
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_3751_length_7952_cov_3.331645	4627	5499	SPA_MetaAn_77_l291_st4627_e5499_se1_ID=3751_7	291	A	A-V	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_44178_length_1421_cov_1.543924	1360	482	SPA_MetaAn_77_l293_st482_e1360_se-1_ID=44178_2	293	A	A-II	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_85039_length_896_cov_1.516052	777	43	1802778_len_247_MetaAn_68	247	B1	B1-I	Undefined
shotgun_illumina_1st_DEP_ECA53_contigs.fasta	NODE_10946_length_1564_cov_2.412856	888	139	SPA_MetaAn_78_l250_st139_e888_se-1_ID=10946_2	250	B1	B1-I	Undefined
shotgun_illumina_1st_DEP_ECA53_contigs.fasta	NODE_10946_length_1564_cov_2.412856	876	157	36413597_len_242_MetaAn_74	242	B1	B1-I	Undefined
shotgun_illumina_1st_DEP_ECA53_contigs.fasta	NODE_10946_length_1564_cov_2.412856	825	166	SPA_MetaAn_77_l246_st2646_e3383_se-1_ID=10894_3	246	B1	B1-I	Undefined
shotgun_illumina_1st_DEP_ECA53_contigs.fasta	NODE_11351_length_1537_cov_1.485155	311	1186	SPA_MetaAn_78_l292_st311_e1186_se1_ID=11351_1	292	B3	B3-IV	Undefined
shotgun_illumina_1st_DEP_ECA53_contigs.fasta	NODE_8220_length_1797_cov_1.996556	1352	435	SPA_MetaAn_78_l306_st435_e1352_se-1_ID=8220_2	306	B3	B3-V	Undefined
shotgun_illumina_1st_DEP_ECA53_contigs.fasta	NODE_8220_length_1797_cov_1.996556	1364	450	SPA_MetaAn_53_l309_st775_e1701_se-1_ID=13354_2	309	B3	B3-V	Undefined
shotgun_illumina_2nd_BARR2_ECA53_contigs.fasta	NODE_1986_length_5029_cov_3.327503	1663	2583	SPA_MetaAn_17_l320_st888_e1847_se-1_ID=73518_3	320	A	A-I	Undefined
shotgun_illumina_2nd_BARR2_ECA53_contigs.fasta	NODE_20644_length_1312_cov_1.037391	101	892	SPA_MetaAn_79_l264_st101_e892_se1_ID=20644_1	264	D	D-III	Undefined
shotgun_illumina_2nd_BARR2_ECA53_contigs.fasta	NODE_522_length_10124_cov_3.315424	8911	8054	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
shotgun_illumina_2nd_BARR2_ECA53_contigs.fasta	NODE_522_length_10124_cov_3.315424	8938	8069	B3SU2-1	293	B3	B3-IV	B3SU2
shotgun_illumina_2nd_BARR2_ECA53_contigs.fasta	NODE_522_length_10124_cov_3.315424	8899	8072	SPA_MetaAn_61_l292_st6535_e7410_se-1_ID=3700_5	292	B3	B3-IV	Undefined
ERR4183116_contigs.fasta	NODE_113997_length_1350_cov_5.608494	145	1050	SPA_MetaAn_7_l302_st145_e1050_se1_ID=113997_2	302	A	A-I	Undefined
ERR4183116_contigs.fasta	NODE_15669_length_4406_cov_3.057918	2266	3066	SPA_MetaAn_7_l267_st2266_e3066_se1_ID=15669_3	267	B1	B1-III	Undefined
ERR4183116_contigs.fasta	NODE_187476_length_971_cov_10.073144	100	897	SPA_MetaAn_7_l266_st100_e897_se1_ID=187476_2	266	B1	B1-III	Undefined
ERR4183116_contigs.fasta	NODE_19605_length_3894_cov_14.990362	2797	3549	TEM-P14	251	A	A-IV	TEM
ERR4183116_contigs.fasta	NODE_19605_length_3894_cov_14.990362	2803	3585	TEM-P118	261	A	A-IV	TEM
ERR4183116_contigs.fasta	NODE_19605_length_3894_cov_14.990362	2767	3624	TEM-116	286	A	A-IV	TEM
ERR4183116_contigs.fasta	NODE_2532_length_11823_cov_12.911625	9030	8017	SPA_MetaAn_7_l338_st8017_e9030_se-1_ID=2532_6	338	B3	B3-V	Undefined
ERR4183116_contigs.fasta	NODE_2532_length_11823_cov_12.911625	8871	8023	30337254_len_307_MetaAn_63	307	B3	B3-V	Undefined
ERR4183116_contigs.fasta	NODE_257100_length_785_cov_1.842466	32	781	973004_len_254_MetaAn_57	254	B1	B1-III	Undefined
ERR4183116_contigs.fasta	NODE_40075_length_2580_cov_6.965941	2478	1624	SPA_MetaAn_2_l298_st478_e1371_se1_ID=48120_2	298	B3	B3-V	Undefined
ERR4183116_contigs.fasta	NODE_60616_length_2010_cov_2.953964	146	1090	5250343_len_316_MetaAn_10	316	B3	B3-V	Undefined
ERR4183116_contigs.fasta	NODE_64556_length_1932_cov_26.440597	890	3	9869137_len_313_MetaAn_7	313	A	A-II	Undefined
ERR4183116_contigs.fasta	NODE_76957_length_1733_cov_7.090584	1572	841	SPA_MetaAn_7_l244_st841_e1572_se-1_ID=76957_2	244	B1	B1-I	Undefined
shotgun_illumina_2nd_PRH_ECA55_contigs.fasta	NODE_24517_length_1197_cov_1.598074	1195	446	10049269_len_293_MetaAn_67	293	B3	B3-IV	Undefined
shotgun_illumina_2nd_PRH_ECA55_contigs.fasta	NODE_411_length_8805_cov_6.237486	2	805	SPA_MetaAn_57_l284_st308_e1159_se-1_ID=35774_2	284	B3	B3-III	Undefined
shotgun_illumina_2nd_PRP_ECA55_contigs.fasta	NODE_15579_length_2611_cov_17.796948	1974	1171	SPA_MetaAn_61_l302_st2155_e3060_se-1_ID=52238_3	302	B3	B3-IV	Undefined
shotgun_illumina_2nd_PRP_ECA55_contigs.fasta	NODE_15579_length_2611_cov_17.796948	2025	1174	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
shotgun_illumina_2nd_PRP_ECA55_contigs.fasta	NODE_15579_length_2611_cov_17.796948	1968	1177	SPA_MetaAn_69_l301_st11_e913_se-1_ID=149249_1	301	B3	B3-IV	Undefined
shotgun_illumina_2nd_PRP_ECA55_contigs.fasta	NODE_15579_length_2611_cov_17.796948	2004	1180	11639273_len_281_MetaAn_59	281	B3	B3-IV	Undefined
shotgun_illumina_2nd_PRP_ECA55_contigs.fasta	NODE_50040_length_1244_cov_2.558452	1244	120	SPA_MetaAn_83_l435_st3519_e4823_se1_ID=6932_4	435	C	C-I	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_147404_length_1273_cov_1.986043	22	885	SPA_MetaAn_69_l292_st6111_e6986_se1_ID=2210_7	292	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_147404_length_1273_cov_1.986043	28	891	9854109_len_297_MetaAn_65	297	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_147404_length_1273_cov_1.986043	46	897	SPA_MetaAn_62_l295_st1999_e2883_se1_ID=20697_5	295	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_14916_length_5401_cov_2.736064	4894	3986	SPA_MetaAn_1_l302_st502_e1407_se1_ID=35628_3	302	A	A-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_14916_length_5401_cov_2.736064	4846	4058	SPA_MetaAn_75_l272_st221_e1036_se-1_ID=8364_2	272	A	A-VIII	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_153429_length_1241_cov_4.176223	1108	242	SPA_MetaAn_82_l289_st242_e1108_se-1_ID=153429_2	289	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_153429_length_1241_cov_4.176223	1072	251	SPA_MetaAn_83_l305_st11_e925_se-1_ID=174187_1	305	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_153429_length_1241_cov_4.176223	1078	254	4519186_len_281_MetaAn_59	281	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_156338_length_1227_cov_2.472696	1076	150	SPA_MetaAn_82_l309_st150_e1076_se-1_ID=156338_2	309	B3	B3-V	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_17574_length_4891_cov_2.879446	3979	3053	SPA_MetaAn_82_l309_st3053_e3979_se-1_ID=17574_3	309	B3	B3-III	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_17574_length_4891_cov_2.879446	3973	3074	8095288_len_309_MetaAn_4	309	B3	B3-III	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_20205_length_4491_cov_5.730162	3686	4489	SPA_MetaAn_82_l279_st3653_e4489_se1_ID=20205_5	279	A	A-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_224495_length_984_cov_1.534984	777	16	SPA_MetaAn_83_l273_st1511_e2329_se-1_ID=18058_3	273	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_224495_length_984_cov_1.534984	855	19	LRA3-1	302	B3	B3-IV	LRA3
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_243868_length_936_cov_2.553916	805	2	9854109_len_297_MetaAn_65	297	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_243868_length_936_cov_2.553916	814	5	SPA_MetaAn_69_l292_st6111_e6986_se1_ID=2210_7	292	B3	B3-IV	Undefined
shotgun_illumina_3rd_ARH_ECA55_contigs.fasta	NODE_366552_length_738_cov_1.777452	708	1	SPA_MetaAn_61_l292_st494_e1369_se-1_ID=139152_2	292	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_100988_length_1428_cov_1.422433	738	1	SPA_MetaAn_69_l301_st11_e913_se-1_ID=149249_1	301	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_100988_length_1428_cov_1.422433	711	4	1120342_len_281_MetaAn_59	281	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_11966_length_4372_cov_3.469539	3254	4153	30337254_len_307_MetaAn_63	307	B3	B3-V	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_11966_length_4372_cov_3.469539	3278	4174	SPA_MetaAn_83_l299_st3278_e4174_se1_ID=11966_3	299	B3	B3-V	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_12211_length_4326_cov_7.165301	243	1055	SPA_MetaAn_82_l279_st3653_e4489_se1_ID=20205_5	279	A	A-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_174187_length_1071_cov_1.693898	925	11	SPA_MetaAn_83_l305_st11_e925_se-1_ID=174187_1	305	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_174187_length_1071_cov_1.693898	874	20	SPA_MetaAn_69_l292_st2610_e3485_se-1_ID=7463_4	292	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_174187_length_1071_cov_1.693898	850	23	SPA_MetaAn_82_l289_st242_e1108_se-1_ID=153429_2	289	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_174187_length_1071_cov_1.693898	853	29	11639273_len_281_MetaAn_59	281	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_18058_length_3537_cov_2.385123	2329	1511	SPA_MetaAn_83_l273_st1511_e2329_se-1_ID=18058_3	273	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_18058_length_3537_cov_2.385123	2398	1520	LRA3-2	303	B3	B3-IV	LRA3
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_23162_length_3092_cov_3.827132	1342	2133	SPA_MetaAn_79_l264_st101_e892_se1_ID=20644_1	264	D	D-III	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_27587_length_2819_cov_2.543054	160	1005	1864848_len_293_MetaAn_9	293	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_27587_length_2819_cov_2.543054	157	1011	22994402_len_294_MetaAn_65	294	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_27587_length_2819_cov_2.543054	79	1026	SPA_MetaAn_83_l316_st79_e1026_se1_ID=27587_2	316	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_28230_length_2785_cov_3.343956	1661	2467	SPA_MetaAn_75_l272_st221_e1036_se-1_ID=8364_2	272	A	A-VIII	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_28230_length_2785_cov_3.343956	1817	2539	SPA_MetaAn_83_l241_st1817_e2539_se1_ID=28230_3	241	A	A-X	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_330417_length_765_cov_1.318310	14	718	CHM-1	252	B1	B1-III	CHM
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_330417_length_765_cov_1.318310	2	721	16507927_len_254_MetaAn_9	254	B1	B1-III	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_4968_length_6769_cov_4.334823	2773	3666	SPA_MetaAn_83_l298_st2773_e3666_se1_ID=4968_3	298	A	A-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_62073_length_1846_cov_4.044109	1041	202	SPA_MetaAn_83_l280_st202_e1041_se-1_ID=62073_2	280	A	A-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_65030_length_1802_cov_1.738981	1101	205	SPA_MetaAn_83_l299_st205_e1101_se-1_ID=65030_2	299	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_65030_length_1802_cov_1.738981	1053	208	34577909_len_294_MetaAn_65	294	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_65030_length_1802_cov_1.738981	1065	217	SPA_MetaAn_69_l292_st6111_e6986_se1_ID=2210_7	292	B3	B3-IV	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_6932_length_5778_cov_3.155513	3648	4802	17530938_len_391_MetaAn_62	391	C	C-I	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_6932_length_5778_cov_3.155513	3519	4823	SPA_MetaAn_83_l435_st3519_e4823_se1_ID=6932_4	435	C	C-I	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_86485_length_1550_cov_2.614716	16	687	SPA_MetaAn_78_l250_st139_e888_se-1_ID=10946_2	250	B1	B1-I	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_86485_length_1550_cov_2.614716	7	690	36413597_len_242_MetaAn_74	242	B1	B1-I	Undefined
shotgun_illumina_3rd_COP_ECA55_contigs.fasta	NODE_9679_length_4870_cov_3.304465	1651	908	SPA_MetaAn_83_l248_st908_e1651_se-1_ID=9679_3	248	B2	B2-I	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_10110_length_3462_cov_2.840622	1025	1906	SPA_MetaAn_53_l306_st1851_e2768_se-1_ID=7003_3	306	B3	B3-V	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_10110_length_3462_cov_2.840622	1004	1921	SPA_MetaAn_78_l306_st435_e1352_se-1_ID=8220_2	306	B3	B3-V	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_1142_length_13973_cov_4.355439	5846	6766	SPA_MetaAn_84_l307_st5846_e6766_se1_ID=1142_5	307	B3	B3-IV	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_122061_length_1030_cov_2.761026	923	33	SPA_MetaAn_84_l297_st33_e923_se-1_ID=122061_1	297	A	A-III	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_122061_length_1030_cov_2.761026	881	42	SPA_MetaAn_1_l295_st279_e1163_se-1_ID=13422_2	295	A	A-III	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_145240_length_954_cov_1.359288	953	144	SPA_MetaAn_74_l314_st148_e1089_se-1_ID=108784_1	314	A	A-II	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_254624_length_746_cov_1.972504	744	4	SPA_MetaAn_60_l298_st3888_e4781_se-1_ID=116_6	298	B3	B3-V	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_318_length_29877_cov_4.812923	17861	16977	SPA_MetaAn_84_l295_st16977_e17861_se-1_ID=318_18	295	A	A-III	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_318_length_29877_cov_4.812923	17768	16986	61851565_len_295_MetaAn_50	295	A	A-III	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_385_length_26743_cov_5.753784	8684	7761	SPA_MetaAn_84_l308_st7761_e8684_se-1_ID=385_9	308	B3	B3-IV	Undefined
shotgun_illumina_3rd_DEP_ECA55_contigs.fasta	NODE_98060_length_1138_cov_1.637119	1067	135	SPA_MetaAn_5_l306_st1047_e1964_se1_ID=26657_2	306	A	A-I	Undefined
ERR4183117_contigs.fasta	NODE_117369_length_1074_cov_1.558391	790	2	19371791_len_295_MetaAn_23	295	A	A-II	Undefined
ERR4183117_contigs.fasta	NODE_13240_length_3894_cov_13.838500	2107	1247	SPA_MetaAn_5_l287_st2253_e3113_se-1_ID=11060_2	287	A	A-IV	Undefined
ERR4183117_contigs.fasta	NODE_13240_length_3894_cov_13.838500	2098	1250	TEM-P121	283	A	A-IV	TEM
ERR4183117_contigs.fasta	NODE_13240_length_3894_cov_13.838500	2071	1289	TEM-P118	261	A	A-IV	TEM
ERR4183117_contigs.fasta	NODE_13240_length_3894_cov_13.838500	2077	1325	TEM-P14	251	A	A-IV	TEM
ERR4183117_contigs.fasta	NODE_1368_length_15152_cov_6.818904	6169	5267	SPA_MetaAn_8_l301_st5267_e6169_se-1_ID=1368_5	301	A	A-III	Undefined
ERR4183117_contigs.fasta	NODE_148148_length_936_cov_8.903519	882	1	9657604_len_299_MetaAn_8	299	A	A-II	Undefined
ERR4183117_contigs.fasta	NODE_15056_length_3609_cov_3.431064	2018	2917	SPA_MetaAn_8_l300_st2018_e2917_se1_ID=15056_3	300	A	A-IV	Undefined
ERR4183117_contigs.fasta	NODE_1728_length_13368_cov_6.128746	11129	12298	SPA_MetaAn_16_l390_st1220_e2389_se1_ID=8635_3	390	C	C-I	Undefined
ERR4183117_contigs.fasta	NODE_1806_length_13035_cov_5.818259	3555	4454	SPA_MetaAn_8_l300_st3555_e4454_se1_ID=1806_7	300	B3	B3-V	Undefined
ERR4183117_contigs.fasta	NODE_18110_length_3222_cov_8.961793	1665	793	2659200_len_292_MetaAn_8	292	A	A-IV	Undefined
ERR4183117_contigs.fasta	NODE_23949_length_2730_cov_5.183551	1159	5	SPA_MetaAn_16_l390_st1220_e2389_se1_ID=8635_3	390	C	C-I	Undefined
ERR4183117_contigs.fasta	NODE_44383_length_1897_cov_8.621607	1257	91	12883219_len_391_MetaAn_8	391	C	C-I	Undefined
ERR4183117_contigs.fasta	NODE_50615_length_1759_cov_3.325704	1280	384	SPA_MetaAn_8_l299_st384_e1280_se-1_ID=50615_2	299	A	A-II	Undefined
ERR4183117_contigs.fasta	NODE_54894_length_1677_cov_4.504316	215	1402	SPA_MetaAn_8_l396_st215_e1402_se1_ID=54894_1	396	C	C-I	Undefined
ERR4183124_contigs.fasta	NODE_1319_length_17012_cov_9.953058	15927	16811	SPA_MetaAn_1_l295_st279_e1163_se-1_ID=13422_2	295	A	A-III	Undefined
ERR4183124_contigs.fasta	NODE_1319_length_17012_cov_9.953058	15939	16814	SPA_MetaAn_5_l297_st1414_e2304_se1_ID=7995_3	297	A	A-III	Undefined
ERR4183124_contigs.fasta	NODE_136288_length_1137_cov_1.773567	957	100	TEM-116	286	A	A-IV	TEM
ERR4183124_contigs.fasta	NODE_136288_length_1137_cov_1.773567	921	139	TEM-P118	261	A	A-IV	TEM
ERR4183124_contigs.fasta	NODE_136288_length_1137_cov_1.773567	927	175	TEM-P14	251	A	A-IV	TEM
ERR4183124_contigs.fasta	NODE_153682_length_1053_cov_25.290581	686	3	1736690_len_278_MetaAn_9	278	A	A-V	Undefined
ERR4183124_contigs.fasta	NODE_184245_length_940_cov_2.795480	180	911	SPA_MetaAn_9_l244_st180_e911_se1_ID=184245_1	244	B1	B1-I	Undefined
ERR4183124_contigs.fasta	NODE_209676_length_867_cov_3.325123	709	2	SPA_MetaAn_3_l250_st354_e1103_se-1_ID=35239_1	250	B1	B1-III	Undefined
ERR4183124_contigs.fasta	NODE_24344_length_3261_cov_2.730193	1651	896	SPA_MetaAn_9_l252_st896_e1651_se-1_ID=24344_2	252	B1	B1-I	Undefined
ERR4183124_contigs.fasta	NODE_245395_length_785_cov_1.912329	783	1	SPA_MetaAn_49_l289_st728_e1594_se1_ID=1160_2	289	B3	B3-IV	Undefined
ERR4183124_contigs.fasta	NODE_37432_length_2518_cov_2.726756	1433	2302	3550893_len_310_MetaAn_8	310	B3	B3-IV	Undefined
ERR4183124_contigs.fasta	NODE_37432_length_2518_cov_2.726756	1496	2305	34839612_len_294_MetaAn_65	294	B3	B3-IV	Undefined
ERR4183124_contigs.fasta	NODE_37432_length_2518_cov_2.726756	1439	2314	SPA_MetaAn_9_l292_st1439_e2314_se1_ID=37432_2	292	B3	B3-IV	Undefined
ERR4183124_contigs.fasta	NODE_37501_length_2515_cov_25.039024	1814	651	SPA_MetaAn_16_l390_st1220_e2389_se1_ID=8635_3	390	C	C-I	Undefined
ERR4183124_contigs.fasta	NODE_39337_length_2445_cov_22.508368	1328	2086	SPA_MetaAn_9_l253_st1328_e2086_se1_ID=39337_2	253	B1	B1-III	Undefined
ERR4183124_contigs.fasta	NODE_39587_length_2437_cov_1.999160	1184	282	SPA_MetaAn_9_l301_st282_e1184_se-1_ID=39587_2	301	A	A-III	Undefined
ERR4183124_contigs.fasta	NODE_402_length_30525_cov_31.605546	14251	15231	SPA_MetaAn_9_l327_st14239_e15219_se1_ID=408_13	327	A	A-V	Undefined
ERR4183124_contigs.fasta	NODE_408_length_30371_cov_31.143588	14239	15219	SPA_MetaAn_9_l327_st14239_e15219_se1_ID=408_13	327	A	A-V	Undefined
ERR4183124_contigs.fasta	NODE_572_length_25421_cov_5.812860	13990	14856	SPA_MetaAn_9_l289_st13990_e14856_se1_ID=572_13	289	B3	B3-I	Undefined
ERR4183124_contigs.fasta	NODE_6079_length_7457_cov_20.128073	916	104	SPA_MetaAn_62_l295_st1999_e2883_se1_ID=20697_5	295	B3	B3-IV	Undefined
ERR4183124_contigs.fasta	NODE_6079_length_7457_cov_20.128073	970	95	16956569_len_293_MetaAn_9	293	B3	B3-IV	Undefined
ERR4183124_contigs.fasta	NODE_76145_length_1637_cov_1.961441	641	1363	4125960_len_245_MetaAn_57	245	B1	B1-III	Undefined
ERR4183124_contigs.fasta	NODE_76145_length_1637_cov_1.961441	644	1393	17754931_len_254_MetaAn_9	254	B1	B1-III	Undefined
